,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date
366,rotten,fresh,78.0,"At two and a quarter hours, Scarred Hearts recalls the miserable overlong 2005 Romanian film The Death of Mr. Lazarescu.",National Review,Scarred Hearts,"Nov 06, 2018"
367,rotten,certified-fresh,79.0,"The clowning, overly cheery insincerity of Mamma Mia: Here We Go Again diminishes one of the peaks of Western pop culture.",National Review,Mamma Mia! Here We Go Again,"Nov 06, 2018"
368,rotten,certified-fresh,97.0,Each successive Mission: Impossible movie takes us further away from understanding the politics and morality of espionage.,National Review,Mission: Impossible - Fallout,"Nov 06, 2018"
369,fresh,certified-fresh,75.0,"Its wit, poise, reflection, and irony surpass such junk as Crazy Rich Asians and Get Out, making Mom and Dad the most American of American movies this year.",National Review,Mom and Dad,"Nov 06, 2018"
370,rotten,certified-fresh,86.0,"A better, sharper documentary would clearly set out the difference between the revelation of eminent people privately pursuing their natural drives and the degradation of human exploitation.",National Review,Scotty and the Secret History of Hollywood,"Nov 06, 2018"
371,rotten,certified-fresh,96.0,"BlacKkKlansman is a poor detective tale and simple-minded Millennial noir because Stallworth's exposé of a sect of American racists and terrorist (all unhealthy-looking white miscreants) never feels like discovery, just a continuation of his hip cynicism.",National Review,BlacKkKlansman,"Nov 06, 2018"
372,fresh,certified-fresh,91.0,This realistic sense of female perseverance -- not supplication -- goes beyond prescribed political correctness.,National Review,Support the Girls,"Nov 06, 2018"
373,rotten,fresh,60.0,"As a backstage story, Bohemian Rhapsody doesn't live up to its bohemian, post-glam-rock promise.",National Review,Bohemian Rhapsody,"Nov 02, 2018"
374,rotten,rotten,57.0,This film's view of the social demoralization felt by no-hope white youth who follow the luckless moves of disadvantaged black youth is condescending. It makes fetish objects of them all.,National Review,White Boy Rick,"Nov 02, 2018"
375,fresh,fresh,63.0,"This documentary, directed by Tabbert Fiiller... features the good fun of Lydon's raconteur rants and his willingness to always up-end expectations.",National Review,The Public Image Is Rotten,"Nov 02, 2018"
376,rotten,fresh,74.0,Levinson's sexual and generational politics are so shallow that he betrays their own trendy self-righteousness.,National Review,Assassination Nation,"Nov 02, 2018"
377,rotten,certified-fresh,90.0,Scott inflates Ashby's legend to the same useless effect that the recent Brian De Palma doc deflated his artistry.,National Review,Hal,"Nov 02, 2018"
378,fresh,rotten,13.0,Timing can mean everything when a routine genre film appears in the culture; it's an amusing cultural coincidence that Peppermint plays like the action-movie as op-ed.,National Review,Peppermint,"Nov 02, 2018"
379,rotten,certified-fresh,85.0,"Infinity War is not just trash, but it turns age-old questions of faith into trash -- and does it for fun. Maybe the best word for that is: pathetic.",National Review,Avengers: Infinity War,"Nov 01, 2018"
380,fresh,certified-fresh,87.0,"Denis and Binoche might have created a feel-good-about-feeling-bad hit by daring contemporary moviegoers to face up to inner conflicts, the actual, socially destructive meaning of their ""resistance.""",National Review,Let the Sunshine In,"Nov 01, 2018"
381,fresh,certified-fresh,80.0,The cynical smartness that has afflicted contemporary journalism and made much recent cinema insufferable is confronted by Curran's conscientious dramatic rigor.,National Review,Chappaquiddick,"Nov 01, 2018"
382,fresh,rotten,54.0,Being reminded that an artist's genius sometimes contradicts his humanity has the effect of a wake-up call -- even though Hazanavicius reduces the innovator who changed the world to film-buff inside-jokes.,National Review,Redoubtable,"Nov 01, 2018"
383,fresh,certified-fresh,80.0,Bruno Dumont's Jeannette: The Childhood of Joan of Arc [is] instantly stimulating: The story of France's patron saint who was martyred during the Hundred Years' War is told through the joyful noise of a heavy-metal musical.,National Review,Jeannette: The Childhood of Joan of Arc,"Nov 01, 2018"
384,fresh,fresh,80.0,Bonnaire and Binochet are both startling in roles that vivify complex personalities. These female characters don't make excuses for themselves.,National Review,Catch the Wind,"Nov 01, 2018"
385,rotten,certified-fresh,72.0,A once-great filmmaker has taken on a new avatar less heroic than Parzival. It is the avatar of a pandering crowd-pleaser.,National Review,Ready Player One,"Nov 01, 2018"
386,rotten,certified-fresh,90.0,Both auteurs shrivel into their spoiled-child selves. The self-dramatization in Ismael's film actually evades personal responsibility just like Anderson's self-referential dog-puppet toyland.,National Review,Isle of Dogs,"Nov 01, 2018"
387,fresh,fresh,92.0,"Resnais and Semprún's themes are pleasure, happiness, riches, death, and the past -- as envisaged in the stylized recall of fancy-dressed individuals and the nation.",National Review,Stavisky,"Oct 31, 2018"
388,rotten,rotten,42.0,"Its true purpose is not to unleash the public's inner child, but that inner sap who puts faith in mountebanks.",National Review,A Wrinkle in Time,"Oct 31, 2018"
389,rotten,rotten,45.0,"Trash like Red Sparrow, the Jennifer Lawrence spy movie, represents the garbagey essence of most Hollywood movies.",National Review,Red Sparrow,"Oct 31, 2018"
390,rotten,fresh,86.0,Boasting is evident in Wilkerson's bona fides -- his lockstep progressivism.,National Review,Did You Wonder Who Fired the Gun?,"Oct 31, 2018"
391,fresh,rotten,18.0,Roth evokes both personal and social responsibility.,National Review,Death Wish,"Oct 31, 2018"
392,rotten,certified-fresh,92.0,"No matter how much mainstream Hollywood talks about inclusion, Love, Simon proves that its primary concern is the status quo.",National Review,"Love, Simon","Oct 31, 2018"
393,rotten,certified-fresh,93.0,Its attitude toward American individualism is unconnected to recognizable experience.,National Review,The Old Man & the Gun,"Oct 31, 2018"
394,rotten,certified-fresh,80.0,Boy Erased critiques religious policy instead of foreign policy. Yet it avoids dealing with the complications of dogma and belief and instead projects banal sentiments that confuse sexual and institutional fears.,National Review,Boy Erased,"Oct 31, 2018"
395,rotten,certified-fresh,87.0,"In the new feature First Man, director Damien Chazelle aims to give a realistic, procedural account of Armstrong's journey, yet the poetry never happens. Chazelle's take is dour, deliberately unromantic.",National Review,First Man,"Oct 30, 2018"
396,rotten,certified-fresh,98.0,It would be a cautionary tale if it wasn't also damnably sentimental in the peculiar vein of media accounts that seek to justify the behavior of a particular professional class and its favored types.,National Review,Can You Ever Forgive Me?,"Oct 30, 2018"
397,rotten,certified-fresh,90.0,"All Cooper and Gaga do is repeat a self-congratulatory Hollywood motto about artists ""having something to say."" Now is the wrong time for that.",National Review,A Star Is Born,"Oct 30, 2018"
398,rotten,certified-fresh,90.0,"Bodied never gets past the pretense of racial and youth solidarity imagined by Eminem, the egotistic pop-star.",National Review,Bodied,"Oct 30, 2018"
399,rotten,fresh,65.0,Guadagnino updates the plot with horror-movie clichés and modern political conceits.,National Review,Suspiria,"Oct 30, 2018"
400,rotten,certified-fresh,80.0,The film manipulates Southern California skateboarding culture with condescending emphasis on the lower economic class.,National Review,Mid90s,"Oct 30, 2018"
401,rotten,rotten,39.0,"While Fellini pondered the possibilities of sin and redemption, Nine 's all-singing, all-dancing, all-laughing remake proffers a mindless celebration of capital S (as in silly ) sin.",First Things,Nine,"Aug 03, 2018"
402,fresh,,,"Emphasising erotic candour and emotional extravagance, Hernandez's camera's dreamlike mobility gives visceral excitement to the spiritual yearnings of love-struck, sexually anxious young men",Sight & Sound,UNKNOWN,"Jul 30, 2018"
403,fresh,fresh,61.0,"""Uncle Drew confirms the urban legend that the best stand-up comedy, face-to-face drama, and spontaneously creative choreography can be found on city basketball courts.""",National Review,Uncle Drew,"Jul 21, 2018"
404,rotten,rotten,54.0,Fact is: This movie's white-liberal patronizing barely suppresses its loathing and repulsion for a figure it pretends to idolize.,National Review,"Roman J. Israel, Esq.","Jul 20, 2018"
405,rotten,rotten,52.0,"Denzel Washington's The Equalizer 2, a pointlessly violent sequel to his pointlessly brutal 2014 box-office success, confirms the pointlessly dangerous black-male stereotype that sells.",National Review,The Equalizer 2,"Jul 20, 2018"
406,rotten,rotten,48.0,"Skyscraper can't be called ""escapism"" - that word implies leaving some state of reality and consciousness whereas Skyscraper requires a willing immersion into nonsense.",National Review,Skyscraper,"Jul 18, 2018"
407,rotten,certified-fresh,99.0,"It's indie-movie self-pity, served-up with obvious, preening social criticism.",National Review,Eighth Grade,"Jul 18, 2018"
408,fresh,fresh,71.0,LaBruce cuts through the pretense of recent mainstream-movie sexuality.,National Review,The Misandrists,"Jul 03, 2018"
409,rotten,certified-fresh,93.0,"""The comic-book nature of their social outlawry reduces Zack Snyder's profound issues of faith and the supernatural into the typical Marvel mess of jokey, anti-mythological ultra-cynicism.""",National Review,Incredibles 2,"Jun 26, 2018"
410,rotten,fresh,69.0,"""Ocean's 8 normalizes crime as a method of selfish achievement, characteristic of American venality.""",National Review,Ocean's 8,"Jun 26, 2018"
411,fresh,fresh,100.0,"""This Oedipal farce, perched on the edge of surrealist poetry, might be the most sophisticated sit-com ever.""",National Review,The Storm Within,"Jun 26, 2018"
412,rotten,fresh,69.0,"""It flatters Millennial audiences, who are largely unschooled in the literary-cinematic history of chivalry, to romanticize their own self-gratifying assumption of virtue-signaling.""",National Review,Solo: A Star Wars Story,"Jun 26, 2018"
413,rotten,certified-fresh,94.0,"""Schrader still doesn't know how to make movies that express belief in a cause, or naturalism, or anything else.""",National Review,First Reformed,"Jun 26, 2018"
414,fresh,rotten,43.0,"""Ray Meets Helen is political in the sense that matters most. It goes beneath the surface of its characters' differences to show what they have in common - what makes them soul mates.""",National Review,Ray Meets Helen,"Jun 26, 2018"
415,rotten,rotten,47.0,"""The moral of 1993's Jurassic Park (""Just because we can do something doesn't mean we should"") bounces back in our faces with Jurassic World: Fallen Kingdom.""",National Review,Jurassic World: Fallen Kingdom,"Jun 26, 2018"
