,Unnamed: 0,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date,Genres
460,460,rotten,rotten,36.0,"Mark Felt (subtitled ""The Man Who Brought Down the White House"") is a partisan fever dream that reflects the revenge fantasies of certain journalists as well as politicians and deep-state officials.",National Review,Mark Felt: The Man Who Brought Down the White House,2017-10-09,"['Drama', 'History', 'Thriller']"
461,461,fresh,certified-fresh,85.0,"Its colorful style recalls the flamboyant amorality of GoodFellas and Blow, and it's often funnier and more succinct than either.",National Review,American Made,2017-10-09,"['Comedy', 'Crime', 'Drama', 'Thriller', 'Action']"
462,462,rotten,certified-fresh,90.0,"Unfortunately, Gyllenhaal plays the lead with one-note, ghoulish, internalized trauma, so Stronger lacks the powerful personal and cultural insight about American vulnerability.",National Review,Stronger,2017-09-22,['Drama']
463,463,rotten,certified-fresh,84.0,"This overlong, half-comic rewriting of the history of the 1973 tennis stunt. . .is so heavily slanted toward the goal of advancing feminism that it neglects to offer a humanely balanced portrait of the players.",National Review,Battle of the Sexes,2017-09-22,"['Drama', 'Comedy', 'History']"
464,464,rotten,fresh,68.0,"Aronofsky's mania for various tribulations never finds a higher meaning, and his emphasis on female discomfort (Lawrence looks zombified, both clueless and hypersensitive) makes him the perfect filmmaker for the Hillary Clinton era.",National Review,mother!,2017-09-22,"['Drama', 'Action', 'Thriller']"
465,465,rotten,certified-fresh,79.0,Brad's Status. . .is a drama only because it is humorless. The story. . .becomes maudlin and self-pitying.,National Review,Brad's Status,2017-09-22,"['Drama', 'Comedy']"
466,466,rotten,fresh,66.0,Special emphasis is put on Abdul's religious identity; he's a Muslim begging acceptance by the West. This over-obvious metaphor ruins the film's momentarily fable-like vision.,National Review,Victoria & Abdul,2017-09-22,"['Drama', 'History']"
467,467,fresh,fresh,93.0,Spettacolo is a cultural rumination more than a documentary... It's a grassroots illustration of the instinct to preserve cultural tradition.,National Review,Spettacolo,2017-09-15,['Documentary']
468,468,rotten,certified-fresh,86.0,"It only seems like ""fun"" if you fall for King's obvious, contemptuous treatment of American innocence.",National Review,It,2017-09-15,"['Horror', 'Fantasy']"
469,469,fresh,fresh,91.0,The Teacher dramatizes fascist fascination and the banal resistance.,National Review,The Teacher,2017-09-01,"['Crime', 'Thriller']"
470,470,rotten,rotten,25.0,"The juvenile comedy, starring Ice Cube and Charlie Day as high-school teachers set to rumble at day's end, weakly satirizes our immature, primitive urges.",National Review,Fist Fight,2017-09-01,['Comedy']
471,471,rotten,certified-fresh,77.0,"Crown Heights needs more such insight. Instead, its docu-fantasy style often rings as clichéd.",National Review,Crown Heights,2017-08-25,['Drama']
472,472,fresh,fresh,91.0,"4 Days in France not only maps national consensus, but as it explores different characters (from a lonely, risky 20-year-old to a middle-aged veteran libertine), it also charts an alternative history of French philosophy.",National Review,4 Days in France,2017-08-25,"['Drama', 'Romance']"
473,473,rotten,certified-fresh,85.0,"[Patti Cake$] is one of the few American movies specifically about class issues, but it also confuses them.",National Review,Patti Cake$,2017-08-25,"['Music', 'Drama']"
474,474,rotten,certified-fresh,91.0,"The cinematic abomination Good Time is...an unapologetic docu-comedy of low-life, cultural autism...instead of a genre parody, it is hipster neo-realism.",National Review,Good Time,2017-08-25,"['Crime', 'Thriller']"
475,475,rotten,certified-fresh,82.0,"Once again, Hollywood uses history to show off liberal sanctimony, this time through a story set during Detroit's 1967 race riots.",National Review,Detroit,2017-08-25,"['Crime', 'Drama', 'History', 'Thriller']"
476,476,fresh,rotten,33.0,"This film's generational awareness is a welcome change from the mainstream media's usual treatment of LGBTQ issues as different than other, traditional sexual concerns.",Out Magazine,3 Generations,2017-08-15,"['Drama', 'Comedy']"
477,477,fresh,fresh,90.0,"In Desert Hearts, [Donna] Deitch takes lesbian cinema back to its future.",Out Magazine,Desert Hearts,2017-08-15,"['Drama', 'Romance']"
478,478,fresh,certified-fresh,87.0,"American gay movies never contemplate gay life as having existential or spiritual meaning but that is [Joao Pedro] Rodrigues' adventure in this strange, mesmerizing study of the transformation of gay consciousness.",Out Magazine,The Ornithologist,2017-08-15,"['Mystery', 'Drama', 'Adventure']"
479,479,fresh,certified-fresh,84.0,Using music to define gay experience in a prep school setting makes Handsome Devil a queer version of Wes Anderson's Rushmore.,Out Magazine,Handsome Devil,2017-08-15,"['Drama', 'Comedy']"
480,480,rotten,rotten,32.0,"Cotillard's madwoman contortions cannot pass for innocent adolescent pique, and this exposes the film's fakery...with sidelong references to imperialism and immigration, the film becomes increasingly absurd and indulgent.",National Review,From the Land of the Moon,2017-07-28,"['Drama', 'Romance']"
481,481,rotten,certified-fresh,79.0,Atomic Blonde is junk.,National Review,Atomic Blonde,2017-07-28,"['Action', 'Thriller']"
482,482,fresh,rotten,48.0,"Imagine Star Wars, Lord of the Rings, The Matrix, etc. rolled up in one but corralled by a good director with impish humor.",National Review,Valerian and the City of a Thousand Planets,2017-07-21,"['Adventure', 'Action', 'Science Fiction']"
483,483,rotten,certified-fresh,92.0,[N]early two hours of uninspiring mayhem...Dunkirk uses history as a pretext to show off the director's fascination for calamity.,National Review,Dunkirk,2017-07-21,"['War', 'Drama', 'Action']"
484,484,fresh,rotten,33.0,"Bondy's gimmicky film isn't as beautifully tricky as Clare Peploe's Marivaux adaptation, The Triumph of Love (2001), but through Huppert and Fitzgerald's artistry, he personalizes Western tradition sweetly.",National Review,False Confessions,2017-07-14,['Documentary']
485,485,rotten,rotten,55.0,Bronx Gothic...follows the usual pattern of Hollywood's imprisoning blacks within the limits of white liberal imagination...Rossi's liberalism - his whitesplaining - intrudes on his star's storytelling.,National Review,Bronx Gothic,2017-07-14,['Documentary']
486,486,fresh,certified-fresh,92.0,"Girls Trip's black female quartet confirms the all-American commitment to life, liberty, and the pursuit of happiness.",National Review,Girls Trip,2017-07-14,['Comedy']
487,487,rotten,fresh,92.0,"With its brief allusion to that iconic, indefatigable cartoon sailor, Pop Aye is a children's movie for childish adults. No amount of outsider cuteness makes up for Tan's dry storytelling.",National Review,Pop Aye,2017-06-30,['Drama']
488,488,rotten,certified-fresh,86.0,Bong wants us to get worked up ...but Okja's plot itself is modified for people who don't know they're watching propaganda so long as it pushes their buttons and makes them feel virtuous.,National Review,Okja,2017-06-30,"['Drama', 'Adventure', 'Science Fiction', 'Fantasy']"
489,489,fresh,rotten,15.0,"Once again, the Transformer series verges on absurdity but that's less important than the unique big-screen spectacle of Bay's pop-art and futurist filmmaking.",National Review,Transformers: The Last Knight,2017-06-23,"['Action', 'Adventure', 'Science Fiction']"
490,490,rotten,certified-fresh,79.0,[T]his adaptation of Don Siegel's 1971 drama...becomes another of Sofia Coppola's listless spoiled-girl forays.,National Review,The Beguiled,2017-06-23,['Drama']
491,491,fresh,certified-fresh,92.0,"[A] curious, coddling delight.",National Review,Baby Driver,2017-06-23,"['Crime', 'Action']"
492,492,fresh,certified-fresh,89.0,"[Maudie] details the real-life perseverance of Nova Scotia-based folk artist Maud Lewis (1903-1970) who, despite crippling rheumatoid arthritis, flourished as a primitive painter...Hawkins's and Hawke's performances are the year's best so far.",National Review,Maudie,2017-06-21,"['Drama', 'Romance']"
493,493,rotten,rotten,22.0,"This nightmarish spectacle boasts about its principles...Trevorrow, Hurwitz, and Focus Features serve up this sadistic pabulum as if they were seriously addressing human issues.",National Review,The Book of Henry,2017-06-21,"['Crime', 'Drama', 'Thriller']"
494,494,rotten,certified-fresh,76.0,[A] bleeding-hearts' melodrama...Beatriz at Dinner shows the secret wish of liberals who both fear and despise their social inferiors.,National Review,Beatriz at Dinner,2017-06-09,"['Drama', 'Comedy']"
495,495,rotten,rotten,15.0,"Cruise's The Mummy merely updates the horror genre to fit a meaningless, diversionary paradigm...[It] does little more than reflect dark, Millennial political unease.",National Review,The Mummy,2017-06-09,"['Adventure', 'Action', 'Fantasy']"
496,496,rotten,certified-fresh,93.0,"Wonder Woman downplays Diana's pursuit of destiny in the fight against evil...Diana, like her introductory movie, has childlike enthusiasm but no passion.",National Review,Wonder Woman,2017-06-02,"['Action', 'Adventure', 'Fantasy']"
497,497,rotten,rotten,17.0,"The combination of over-the-top action-movie stunts and crass humor is shameless, both below-the-belt and beneath most folks' IQs.",National Review,Baywatch,2017-05-26,"['Crime', 'Comedy', 'Action']"
498,498,rotten,fresh,65.0,"Ridley Scott has ruined the Alien franchise...So far, Alien: Covenant is the year's most obscene Hollywood undertaking.",National Review,Alien: Covenant,2017-05-26,"['Mystery', 'Horror', 'Science Fiction']"
499,499,rotten,rotten,36.0,"Only Hawn and director Jonathan Levine impart a humane context...Schumer has created a grating persona that lacks decency, trust, and charm.",National Review,Snatched,2017-05-26,"['Comedy', 'Action']"
500,500,fresh,rotten,31.0,"Modern politics - as well as essential, unchanging human personality - come into play in Ritchie's historical, action-adventure extravaganza.",National Review,King Arthur: Legend of the Sword,2017-05-26,"['Drama', 'Action', 'Fantasy']"
501,501,fresh,rotten,47.0,Class privilege is the real subject of Paris Can Wait...Lane's best film performance ever features a woman's subtle knowingness about fending off amatory male aggression.,National Review,Paris Can Wait,2017-05-26,"['Drama', 'Comedy', 'Romance']"
502,502,rotten,rotten,15.0,"The Circle's thriller plot becomes clumsy and banal, and loses its potential ideological critique...the filmmakers fall short of satire that is also meaningful political critique.",National Review,The Circle,2017-05-26,"['Drama', 'Thriller', 'Science Fiction']"
503,503,fresh,fresh,96.0,[A] fascinating and exasperating film ...,National Review,Karl Marx City,2017-05-01,['Documentary']
504,504,fresh,rotten,53.0,A surprisingly imaginative animated movie.,National Review,The Boss Baby,2017-05-01,"['Animation', 'Comedy', 'Family']"
505,505,rotten,certified-fresh,81.0,An early candidate for worst film of the year: Nacho Vigalondo's Colossal. This feminist sci-fi is a tribute to misandry.,National Review,Colossal,2017-05-01,"['Drama', 'Science Fiction', 'Fantasy']"
506,506,fresh,rotten,33.0,"Instead of giving Millennials the heroic gender transition that they demand, Hill insists that we think deeper - perhaps about the media's popularizing of sex reassignment and the painful complications that such a choice entails.",National Review,The Assignment,2017-05-01,"['Crime', 'Action', 'Thriller']"
507,507,rotten,certified-fresh,94.0,Mungiu's moralism is like that in Death of a Salesman: It rationalizes and sentimentalizes common corruption.,National Review,Graduation,2017-05-01,"['Comedy', 'Adventure', 'Crime', 'Drama', 'Action']"
508,508,rotten,certified-fresh,86.0,Its lack of wonderment - also absent political confession such as Rudyard Kipling's concept of the white man's burden - typifies our obtuse contemporary movie culture.,National Review,The Lost City of Z,2017-05-01,"['Drama', 'Adventure', 'History']"
